"clust_id","vacancy_id"
"7857",11,6427286
"7858",21,3484786
"7859",29,8059576
"7860",16,1232665
"7861",10,6181307
"7862",2,6275706
"7863",24,6851207
"7864",7,4044776
"7865",25,9642895
"7866",1,4324426
"7867",3,9236695
"7868",21,3677246
"7869",29,1075876
"7870",1,6448566
"7871",28,8025236
"7872",7,9142886
"7873",29,5735206
"7874",24,3793926
"7875",10,5629716
"7876",16,8782716
"7877",23,1489146
"7878",29,1192536
"7879",27,8951916
"7880",26,8243026
"7881",9,2141196
"7882",6,1238756
"7883",21,9593046
"7884",13,9255495
"7885",24,7559236
"7886",13,6254346
"7887",22,3263216
"7888",22,2209476
"7889",6,2612985
"7890",20,3067196
"7891",25,4949366
"7892",21,2722295
"7893",11,5880996
"7894",7,6261836
"7895",16,3896986
"7896",21,8002426
"7897",1,8830466
"7898",11,4032796
"7899",21,3166995
"7900",23,3586906
"7901",8,4412646
"7902",13,3768076
"7903",22,2478346
"7904",6,3671295
"7905",21,8307785
"7906",16,9408926
"7907",25,9853356
"7908",16,4477107
"7909",25,3154275
"7910",23,1696075
"7911",1,3601076
"7912",21,3710626
"7913",20,5588965
"7914",7,3189896
"7915",23,4140965
"7916",11,7010146
"7917",1,5543586
"7918",25,6036346
"7919",13,6329636
"7920",14,2756046
"7921",2,5935586
"7922",23,5679965
"7923",17,6712285
"7924",20,9532386
"7925",25,1658816
"7926",4,5842885
"7927",13,8864476
"7928",7,3407766
"7929",13,4317176
"7930",27,8893816
"7931",12,3145785
"7932",25,7672556
"7933",3,9653765
"7934",24,5823796
"7935",21,5629456
"7936",21,4372456
"7937",23,1147056
"7938",11,7285416
"7939",18,5417575
"7940",13,9499766
"7941",11,2541266
"7942",8,2375316
"7943",28,1590975
"7944",29,3324576
"7945",29,9112766
"7946",24,8335086
"7947",3,1315116
"7948",13,8667176
"7949",21,7872476
"7950",27,6090466
"7951",12,1403946
"7952",3,9333356
"7953",28,7847516
"7954",9,9495086
"7955",4,8297975
"7956",18,6274166
"7957",25,8524016
"7958",7,4389086
"7959",1,909765
"7960",22,5812546
"7961",25,785306
"7962",22,6890526
"7963",26,9706716
"7964",14,9685996
"7965",16,5327975
"7966",29,2215385
"7967",3,4365066
"7968",16,801686
"7969",6,7709666
"7970",29,1616296
"7971",4,8817326
"7972",20,8557986
"7973",3,2289416
"7974",7,8528075
"7975",29,1915095
"7976",3,2208395
"7977",2,9234316
"7978",19,6999285
"7979",24,6189006
"7980",22,4058586
"7981",25,1265446
"7982",20,763186
"7983",13,9508185
"7984",23,9203495
"7985",4,811095
"7986",21,8632426
"7987",21,426485
"7988",21,3493706
"7989",11,1583575
"7990",21,8385886
"7991",19,6808975
"7992",8,6647256
"7993",1,9791396
"7994",13,9349376
"7995",29,6625785
"7996",14,9334046
"7997",20,8100395
"7998",7,9259565
"7999",29,6441616
"8000",7,8311585
"8001",11,2041886
"8002",28,8351916
"8003",2,7951395
"8004",11,6839865
"8005",6,1360207
"8006",7,7014106
"8007",21,5303875
"8008",24,7908896
"8009",28,3364236
"8010",21,618876
"8011",13,7008626
"8012",21,9123385
"8013",20,984285
"8014",13,9947276
"8015",4,5552036
"8016",13,1232116
"8017",23,3109406
"8018",1,7943166
"8019",25,7994776
"8020",29,6828565
"8021",23,9128496
"8022",13,7111146
"8023",11,1552646
"8024",24,9860196
"8025",17,5809685
"8026",11,2916346
"8027",24,4927107
"8028",27,6190316
"8029",4,5567946
"8030",10,191095
"8031",2,4791396
"8032",2,6516136
"8033",16,6535526
"8034",7,9454306
"8035",4,602916
"8036",7,9517146
"8037",21,2118976
"8038",20,600395
"8039",6,6392775
"8040",7,6849186
"8041",2,4607976
"8042",2,1215275
"8043",20,5745966
"8044",28,8429326
"8045",16,1068116
"8046",20,4853096
"8047",29,8043216
"8048",20,1015736
"8049",9,9843976
"8050",8,1647256
"8051",25,906795
"8052",11,8243086
"8053",19,5672056
"8054",9,2310386
"8055",14,3932156
"8056",3,4511266
"8057",21,7394406
"8058",24,7156576
"8059",6,4809666
"8060",13,5781865
"8061",21,8484146
"8062",2,6884407
"8063",7,8251816
"8064",3,8883246
"8065",29,8900946
"8066",4,3056926
"8067",28,5832726
"8068",3,8760275
"8069",13,9643916
"8070",29,8879946
"8071",24,8372766
"8072",14,4579786
"8073",8,1107756
"8074",11,3318516
"8075",16,4318036
"8076",28,3254236
"8077",13,4950575
"8078",28,3834236
"8079",13,8262876
"8080",22,827675
"8081",25,543346
"8082",4,3874766
"8083",29,8923706
"8084",21,1895936
"8085",22,7238695
"8086",18,159416
"8087",24,1112436
"8088",12,5902606
"8089",16,8066066
"8090",4,5582576
"8091",7,4622366
"8092",4,3924836
"8093",3,5244806
"8094",3,5496586
"8095",9,5694386
"8096",7,6497966
"8097",25,9747246
"8098",3,6799275
"8099",20,4917986
"8100",7,8247816
"8101",3,725007
"8102",24,889496
"8103",6,5659095
"8104",5,8875885
"8105",16,1165895
"8106",25,6397186
"8107",16,4796475
"8108",12,2327916
"8109",26,9169676
"8110",11,9119146
"8111",14,7057485
"8112",12,6505606
"8113",4,3184746
"8114",3,561676
"8115",23,4517256
"8116",25,9468765
"8117",12,6260506
"8118",14,7073575
"8119",25,8747226
"8120",23,4953775
"8121",7,9734246
"8122",13,3823876
"8123",6,5136646
"8124",6,2409795
"8125",27,5756175
"8126",21,8271916
"8127",1,9449496
"8128",25,3347246
"8129",29,6245526
"8130",29,8726307
"8131",9,1487986
"8132",18,1293095
"8133",29,2128976
"8134",5,6899936
"8135",16,6396275
"8136",15,5991726
"8137",4,5655795
"8138",30,6098886
"8139",7,6718756
"8140",9,2056086
"8141",25,1770766
"8142",21,5898075
"8143",25,3682407
"8144",21,9293366
"8145",4,324666
"8146",12,2224966
"8147",28,4729516
"8148",8,8973646
"8149",16,3456965
"8150",8,4887426
"8151",11,8420975
"8152",7,7227765
"8153",3,8254196
"8154",21,4557675
"8155",14,7645686
"8156",29,1324446
"8157",23,3238896
"8158",13,878376
"8159",1,2321006
"8160",6,7189406
"8161",13,7565865
"8162",2,4193316
"8163",11,1710695
"8164",20,5658896
"8165",21,5731356
"8166",19,8667275
"8167",24,9669356
"8168",21,8403066
"8169",12,4252906
"8170",1,6121816
"8171",23,4950085
"8172",21,6898885
"8173",1,1056576
"8174",26,3679056
"8175",21,2782636
"8176",21,1110975
"8177",25,4621566
"8178",20,8078436
"8179",29,5598166
"8180",14,8152426
"8181",21,6336126
"8182",20,3152586
"8183",16,3804895
"8184",16,1861186
"8185",3,9302886
"8186",19,53496
"8187",11,6507665
"8188",23,4727316
"8189",21,210806
"8190",20,7981075
"8191",11,53406
"8192",2,5596185
"8193",1,9369175
"8194",12,7596196
"8195",29,9186046
"8196",16,3951926
"8197",25,9973475
"8198",21,7515506
"8199",23,3500846
"8200",29,5758775
"8201",20,547716
"8202",4,9009736
"8203",18,6037285
"8204",29,5540596
"8205",14,3556046
"8206",24,4916865
"8207",21,3006107
"8208",13,4448916
"8209",12,8460096
"8210",24,8457766
"8211",4,1455356
"8212",25,3923596
"8213",7,5331276
"8214",29,2788746
"8215",16,2398436
"8216",11,712696
"8217",22,568686
"8218",6,7384026
"8219",25,3939916
"8220",29,3368565
"8221",20,9617475
"8222",2,2999095
"8223",21,326356
"8224",19,6813306
"8225",20,8317426
"8226",11,19686
"8227",14,9032256
"8228",23,2889965
"8229",24,9399206
"8230",1,8541185
"8231",2,920975
"8232",20,2314446
"8233",9,25386
"8234",16,774156
"8235",29,7931026
"8236",14,9229256
"8237",29,6128765
"8238",25,3400696
"8239",13,1658676
"8240",21,8434585
"8241",26,9963526
"8242",13,5332246
"8243",29,4046665
"8244",7,7650475
"8245",4,1497186
"8246",4,1187036
"8247",11,3403786
"8248",3,7417626
"8249",20,772875
"8250",20,1239585
"8251",7,6485106
"8252",27,5965806
"8253",7,8058386
"8254",11,6375576
"8255",7,5766795
"8256",3,906326
"8257",2,9281706
"8258",23,6404126
"8259",21,2941306
"8260",6,3235436
"8261",22,7755536
"8262",29,5351676
"8263",16,1708306
"8264",3,4070866
"8265",16,9937885
"8266",7,1815506
"8267",4,4434195
"8268",6,7466946
"8269",26,6645256
"8270",21,7727395
"8271",23,8580026
"8272",20,2294995
"8273",23,217926
"8274",24,4854936
"8275",14,6836636
"8276",16,7369916
"8277",25,9859295
"8278",20,7938565
"8279",1,6029486
"8280",1,4704886
"8281",18,4522326
"8282",20,2244086
"8283",6,7078795
"8284",1,379865
"8285",4,4425136
"8286",12,7011716
"8287",20,7012936
"8288",26,8805396
"8289",18,5299316
"8290",16,2011166
"8291",25,1277336
"8292",12,9726095
"8293",25,6989595
"8294",8,450816
"8295",2,3836636
"8296",11,614026
"8297",29,6393085
"8298",2,7381806
"8299",14,3816116
"8300",16,5215485
"8301",16,6612007
"8302",1,6817856
"8303",6,5245716
"8304",13,2532385
"8305",7,6456246
"8306",12,3297456
"8307",21,8247886
"8308",16,5286495
"8309",16,9797646
"8310",1,9910875
"8311",24,964426
"8312",25,4318746
"8313",16,7936385
"8314",23,4441156
"8315",13,8103076
"8316",3,9226606
"8317",16,3586526
"8318",11,9758366
"8319",16,7932007
"8320",22,8943556
"8321",23,7334175
"8322",25,3231026
"8323",11,9775126
"8324",6,438395
"8325",1,5779276
"8326",28,8686326
"8327",7,6318007
"8328",29,4328865
"8329",7,8646975
"8330",19,7222376
"8331",13,7435676
"8332",25,2210946
"8333",11,6530386
"8334",21,9741175
"8335",3,4590546
"8336",1,5642176
"8337",23,4711856
"8338",27,9126696
"8339",15,991236
"8340",24,1899386
"8341",24,3273326
"8342",3,197736
"8343",17,85985
"8344",13,8065266
"8345",21,3724326
"8346",24,7647136
"8347",13,568676
"8348",9,4047386
"8349",13,8713076
"8350",21,1059406
"8351",24,5299876
"8352",22,941646
"8353",25,1733506
"8354",29,2910836
"8355",29,8801896
"8356",12,51585
"8357",3,7159626
"8358",14,2513636
"8359",26,2218485
"8360",16,3179985
"8361",23,8465585
"8362",21,8504376
"8363",25,6300086
"8364",7,6574486
"8365",15,4262126
"8366",25,1932775
"8367",13,320976
"8368",13,2452076
"8369",4,1577866
"8370",10,4508716
"8371",7,5735876
"8372",1,7731956
"8373",26,7164526
"8374",13,3408766
"8375",21,9199965
"8376",23,7291286
"8377",4,664086
"8378",16,6541795
"8379",22,419846
"8380",7,5575385
"8381",4,5544886
"8382",22,6365256
"8383",9,2046086
"8384",23,4353475
"8385",24,7799546
"8386",23,5834007
"8387",20,549195
"8388",15,7862236
"8389",28,9970426
"8390",4,6935495
"8391",11,5954246
"8392",21,1499386
"8393",21,2520956
"8394",11,5521926
"8395",25,5398126
"8396",3,7235186
"8397",7,1127536
"8398",19,691995
"8399",1,543136
"8400",18,1859016
"8401",13,7126936
"8402",14,8951666
"8403",12,9415095
"8404",1,8250486
"8405",22,4048586
"8406",29,6079765
"8407",4,202416
"8408",4,6779866
"8409",13,5284676
"8410",1,6756386
"8411",24,8462456
"8412",29,39906
"8413",3,8116475
"8414",25,9670926
"8415",29,3352785
"8416",20,146516
"8417",16,6012526
"8418",19,717895
"8419",29,5158395
"8420",1,4875736
"8421",29,920596
"8422",24,5537986
"8423",25,1112326
"8424",25,7439096
"8425",16,3245375
"8426",24,2214366
"8427",1,8115946
"8428",16,943806
"8429",20,4868816
"8430",16,9070185
"8431",25,9616786
"8432",28,2618326
"8433",4,943466
"8434",5,8178106
"8435",14,5255676
"8436",16,6647836
"8437",25,2655886
"8438",26,4393376
"8439",24,429726
"8440",29,2875965
"8441",25,1882816
"8442",4,2879866
"8443",18,84076
"8444",25,1323175
"8445",29,1711536
"8446",1,7657846
"8447",11,6438666
"8448",7,9537675
"8449",2,1984556
"8450",29,243566
"8451",28,9825236
"8452",14,909586
"8453",3,6737795
"8454",23,9748085
"8455",12,8463946
"8456",24,1774936
"8457",24,9107196
"8458",26,9258895
"8459",4,8688595
"8460",23,6729207
"8461",18,5576726
"8462",21,2382896
"8463",7,6121975
"8464",21,4753616
"8465",14,3971666
"8466",24,4471786
"8467",24,4009236
"8468",25,1135446
"8469",1,3763766
"8470",4,6437476
"8471",4,6242156
"8472",21,9001696
"8473",13,1950776
"8474",29,3954536
"8475",13,4458276
"8476",7,618616
"8477",24,6232495
"8478",3,5434896
"8479",22,1784075
"8480",1,6857695
"8481",6,6045256
"8482",13,1842076
"8483",24,9302586
"8484",4,3056876
"8485",13,5656056
"8486",16,4462706
"8487",22,4529346
"8488",25,6766626
"8489",22,3098776
"8490",25,9469885
"8491",16,3977326
"8492",25,9397216
"8493",24,4225646
"8494",21,477565
"8495",21,9048506
"8496",1,1724576
"8497",11,2088295
"8498",15,4971236
"8499",25,8666776
"8500",11,6418565
"8501",18,9194076
"8502",20,3451506
"8503",13,8882076
"8504",6,299846
"8505",25,4467286
"8506",6,9191795
"8507",20,7284326
"8508",24,3424096
"8509",21,1096456
"8510",7,7788685
"8511",25,5415416
"8512",15,8271236
"8513",18,9703516
"8514",29,3869007
"8515",29,6133176
"8516",13,6997666
"8517",25,3207195
"8518",29,6244056
"8519",6,5817166
"8520",3,4477256
"8521",25,9777866
"8522",15,7472765
"8523",21,1829385
"8524",7,1493906
"8525",11,4515666
"8526",1,3668656
"8527",20,6186326
"8528",20,303686
"8529",16,9719416
"8530",7,6557956
"8531",16,6910656
"8532",16,2100356
"8533",11,3065126
"8534",29,1788976
"8535",13,2559556
"8536",16,3364356
"8537",25,4438906
"8538",25,9047675
"8539",8,2754286
"8540",23,4237406
"8541",24,762156
"8542",25,7794436
"8543",13,3809376
"8544",25,8476436
"8545",11,3480185
"8546",10,7884865
"8547",29,3347396
"8548",26,5224026
"8549",11,3712816
"8550",23,7766895
"8551",7,4482826
"8552",24,6868986
"8553",2,5050686
"8554",25,9586226
"8555",29,7242926
"8556",29,3595376
"8557",18,3618206
"8558",29,8028716
"8559",1,819116
"8560",23,1194046
"8561",23,4486206
"8562",4,5452256
"8563",1,615836
"8564",11,5915385
"8565",10,1378716
"8566",6,7490295
"8567",3,8212696
"8568",7,8806676
"8569",21,2571296
"8570",3,9281885
"8571",11,9856286
"8572",25,7688876
"8573",1,7509296
"8574",13,2197276
"8575",2,6556496
"8576",17,9945985
"8577",2,6865516
"8578",11,9838885
"8579",1,2478546
"8580",1,6411126
"8581",25,2143106
"8582",10,4894865
"8583",29,5097207
"8584",4,4357207
"8585",21,9324566
"8586",20,3024766
"8587",11,4566286
"8588",22,1308675
"8589",20,8952766
"8590",11,7938746
"8591",11,4139895
"8592",3,5802916
"8593",14,2491686
"8594",16,605146
"8595",12,9192756
"8596",3,925296
"8597",24,8444936
"8598",29,590516
"8599",4,8479675
"8600",4,2845986
"8601",2,7289916
"8602",1,3036436
"8603",7,4628075
"8604",25,5920876
"8605",18,2740665
"8606",7,8113486
"8607",1,915575
"8608",14,1361666
"8609",21,5856246
"8610",13,1533876
"8611",13,2997176
"8612",7,9845875
"8613",23,4077236
"8614",16,8306736
"8615",30,9048886
"8616",18,1669416
"8617",17,7391285
"8618",14,2743686
"8619",6,2009985
"8620",25,8864096
"8621",13,142876
"8622",23,354286
"8623",25,1387965
"8624",7,2688685
"8625",18,7310416
"8626",20,7542816
"8627",4,5742196
"8628",29,1962996
"8629",21,1245436
"8630",6,5084895
"8631",23,4169996
"8632",3,6199136
"8633",18,5210416
"8634",26,9832776
"8635",16,9525486
"8636",20,7777695
"8637",21,7212906
"8638",29,8836586
"8639",4,1111407
"8640",11,6968976
"8641",22,1359795
"8642",1,4180366
"8643",13,4722246
"8644",23,2284626
"8645",23,1369386
"8646",20,5266766
"8647",1,6322536
"8648",29,2806926
"8649",7,7005585
"8650",16,2897926
"8651",16,8158107
"8652",23,350756
"8653",15,5173976
"8654",24,5434456
"8655",16,8140896
"8656",7,5141336
"8657",24,8666616
"8658",25,8730007
"8659",25,127636
"8660",4,3275906
"8661",22,8073916
"8662",11,2149006
"8663",7,8132675
"8664",27,4639107
"8665",25,9292495
"8666",3,3306466
"8667",4,8721966
"8668",7,1469446
"8669",25,8462026
"8670",15,3381236
"8671",13,7959766
"8672",11,9923966
"8673",16,8720495
"8674",29,535746
"8675",16,9671585
"8676",4,4027207
"8677",20,310166
"8678",7,955106
"8679",11,5031976
"8680",2,5154266
"8681",4,6964366
"8682",1,46575
"8683",14,4606096
"8684",21,7280007
"8685",25,7651295
"8686",25,4555076
"8687",16,9643385
"8688",24,4595066
"8689",29,5685926
"8690",25,9109976
"8691",27,9591016
"8692",27,9277576
"8693",21,4995746
"8694",13,8858876
"8695",11,9993475
"8696",4,8078576
"8697",22,9336776
"8698",6,4838106
"8699",12,1559576
"8700",23,6048166
"8701",14,8863686
"8702",11,248266
"8703",1,2529246
"8704",20,268575
"8705",8,5029826
"8706",16,3743456
"8707",23,9216256
"8708",10,4764865
"8709",20,3438575
"8710",6,542616
"8711",4,857156
"8712",2,6441886
"8713",25,6221236
"8714",25,1459675
"8715",20,2615426
"8716",22,1267636
"8717",27,4960975
"8718",25,8820796
"8719",16,9251916
"8720",25,2400185
"8721",25,1544036
"8722",20,8308585
"8723",5,1986175
"8724",3,2830606
"8725",28,7014726
"8726",1,3105395
"8727",21,993436
"8728",25,1209866
"8729",4,5349575
"8730",4,3849075
"8731",21,7497606
"8732",22,4889836
"8733",21,3224716
"8734",13,4982876
"8735",1,3702026
"8736",28,6503726
"8737",14,5343686
"8738",24,2920496
"8739",4,8032116
"8740",24,1333066
"8741",16,1669806
"8742",7,2089316
"8743",23,2653696
"8744",7,7061795
"8745",1,9606876
"8746",28,8044236
"8747",25,5162516
"8748",4,8552536
"8749",23,8261936
"8750",11,3499126
"8751",25,6855826
"8752",26,5184626
"8753",13,5331776
"8754",28,3714236
"8755",6,2587256
"8756",23,1363616
"8757",11,3928475
"8758",13,6235836
"8759",24,7229726
"8760",19,5920156
"8761",3,7094556
"8762",27,4009606
"8763",23,6997706
"8764",29,6016095
"8765",12,6090386
"8766",26,4233766
"8767",21,3865666
"8768",13,1156076
"8769",4,8265886
"8770",23,2927736
"8771",28,1014236
"8772",7,7684816
"8773",22,7897586
"8774",16,1762436
"8775",13,8619076
"8776",20,2623875
"8777",25,9362996
"8778",11,6287436
"8779",24,8952136
"8780",1,2796276
"8781",20,5312795
"8782",23,6981916
"8783",29,4677386
"8784",10,1421095
"8785",9,63976
"8786",6,921206
"8787",16,3836895
"8788",25,3664806
"8789",23,2348336
"8790",12,3060516
"8791",20,9457585
"8792",1,2226575
"8793",14,7877786
"8794",23,6508296
"8795",3,4543176
"8796",21,97416
"8797",14,146116
"8798",11,6159986
"8799",10,9273765
"8800",23,1466575
"8801",7,8198636
"8802",21,4168785
"8803",7,519356
"8804",1,5900375
"8805",23,1235136
"8806",25,1816416
"8807",18,8481585
"8808",1,3585076
"8809",17,4429685
"8810",21,3575695
"8811",21,5500256
"8812",13,9837176
"8813",24,3661496
"8814",29,4572885
"8815",12,3963016
"8816",21,5701276
"8817",22,2388776
"8818",3,3614816
"8819",2,9677675
"8820",3,1343066
"8821",12,1061456
"8822",23,9743206
"8823",3,1289356
"8824",13,3197176
"8825",2,6858136
"8826",29,8631056
"8827",16,1685476
"8828",29,3812096
"8829",24,1971936
"8830",16,1719886
"8831",6,1213775
"8832",21,230575
"8833",22,3409686
"8834",26,3514816
"8835",4,7967836
"8836",27,796066
"8837",4,576765
"8838",7,8846146
"8839",14,5863686
"8840",5,4529306
"8841",12,3446576
"8842",20,6301126
"8843",1,6346326
"8844",1,5706156
"8845",3,5218336
"8846",21,2250485
"8847",13,4729876
"8848",13,1439876
"8849",12,1232595
"8850",4,8969995
"8851",21,3847895
"8852",1,4662975
"8853",11,9346046
"8854",4,5421375
"8855",11,8606966
"8856",16,2195906
"8857",22,4022006
"8858",4,4001546
"8859",13,2831776
"8860",4,6310075
"8861",11,1321496
"8862",25,8688075
"8863",7,2828675
"8864",25,3573166
"8865",1,2454686
"8866",3,1555326
"8867",13,3249376
"8868",29,6495466
"8869",26,1458895
"8870",23,5663396
"8871",23,6871985
"8872",4,8425506
"8873",26,9959676
"8874",13,2452876
"8875",11,2064706
"8876",8,5244795
"8877",26,8186506
"8878",24,1685226
"8879",25,7333746
"8880",25,348316
"8881",24,1596865
"8882",4,5226485
"8883",21,9227185
"8884",1,7080326
"8885",2,6446396
"8886",29,4721985
"8887",3,599266
"8888",16,1242156
"8889",23,2354546
"8890",13,8249876
"8891",1,6620536
"8892",22,8661395
"8893",22,9921646
"8894",25,6616836
"8895",24,7099296
"8896",30,959226
"8897",25,1767756
"8898",11,3932085
"8899",7,1288316
"8900",29,9036656
"8901",29,59426
"8902",16,9139576
"8903",13,5176076
"8904",4,2928116
"8905",13,4497276
"8906",11,1649236
"8907",18,9917206
"8908",11,7986675
"8909",28,5652726
"8910",25,8251407
"8911",22,6850516
"8912",7,3876056
"8913",15,422585
"8914",22,1577586
"8915",29,3731685
"8916",7,8273416
"8917",16,5772176
"8918",12,3870096
"8919",2,5451746
"8920",3,7003586
"8921",29,2444896
"8922",12,5690096
"8923",25,622006
"8924",25,2709546
"8925",1,2048906
"8926",21,2003766
"8927",2,5567796
"8928",11,2037985
"8929",4,4306316
"8930",12,3958916
"8931",13,5398766
"8932",21,5097496
"8933",4,2363866
"8934",17,4791285
"8935",4,7903706
"8936",24,4826875
"8937",5,3686175
"8938",29,2273686
"8939",25,8547856
"8940",1,4840456
"8941",29,7801666
"8942",22,7358776
"8943",8,166266
"8944",25,2917506
"8945",23,7184775
"8946",4,9701585
"8947",2,9446816
"8948",4,7593166
"8949",22,8815075
"8950",17,3841285
"8951",13,7819876
"8952",4,4785466
"8953",6,5435436
"8954",8,6123846
"8955",4,5619746
"8956",23,6893856
"8957",29,1479916
"8958",29,2005126
"8959",12,2369626
"8960",14,3513636
"8961",27,8117116
"8962",24,3576096
"8963",22,2042795
"8964",27,5778246
"8965",21,7987246
"8966",19,6408536
"8967",16,1985375
"8968",25,9867256
"8969",24,4062586
"8970",1,4497796
"8971",21,9882096
"8972",29,9950446
"8973",20,7256885
"8974",1,5554536
"8975",14,3834666
"8976",21,6581716
"8977",13,215775
"8978",4,2321106
"8979",12,1873195
"8980",20,8263207
"8981",13,1749126
"8982",13,8906866
"8983",16,1644496
"8984",19,7875795
"8985",22,6240746
"8986",20,6730865
"8987",20,3606516
"8988",21,39007
"8989",23,7985096
"8990",28,6215236
"8991",24,9079706
"8992",23,9121266
"8993",20,7615976
"8994",13,2509376
"8995",16,1386326
"8996",8,3947575
"8997",1,3888665
"8998",30,9358886
"8999",16,8465016
"9000",23,8585806
"9001",27,1316
"9002",29,1893796
"9003",29,2245416
"9004",26,3146526
"9005",25,9930785
"9006",16,6702746
"9007",25,6034795
"9008",7,7857766
"9009",18,9284076
"9010",30,4067886
"9011",29,2289976
"9012",3,518375
"9013",13,8565326
"9014",13,5429076
"9015",3,5036256
"9016",20,8301886
"9017",26,680756
"9018",1,5187826
"9019",13,2085656
"9020",29,4177926
"9021",19,5603965
"9022",4,629356
"9023",1,7653736
"9024",23,7645076
"9025",1,1881676
"9026",21,2581796
"9027",23,5903426
"9028",13,9184676
"9029",29,47006
"9030",1,8529275
"9031",22,9256636
"9032",21,5356786
"9033",22,6126995
"9034",3,2224395
"9035",20,7653085
"9036",11,7492007
"9037",4,1999786
"9038",15,2222236
"9039",29,3533495
"9040",22,6872446
"9041",4,4295036
"9042",25,4806616
"9043",23,2407107
"9044",2,7006646
"9045",27,9918866
"9046",11,1683846
"9047",1,2162865
"9048",13,4432395
"9049",20,157986
"9050",21,7388876
"9051",13,4217685
"9052",7,1143007
"9053",25,9188736
"9054",25,7539836
"9055",4,7706306
"9056",13,2797185
"9057",3,7738346
"9058",3,4817626
"9059",12,6080486
"9060",2,4949106
"9061",2,7542106
"9062",27,9590316
"9063",3,3712836
"9064",4,109976
"9065",21,4844796
"9066",16,4635375
"9067",16,4825975
"9068",20,4852886
"9069",9,1332196
"9070",11,3238336
"9071",25,7772756
"9072",7,2800386
"9073",26,2308016
"9074",7,3767936
"9075",7,4245396
"9076",11,4335316
"9077",25,940975
"9078",13,7351236
"9079",12,9636576
"9080",16,655375
"9081",6,7055936
"9082",16,1325375
"9083",10,8291095
"9084",25,9647456
"9085",21,9913796
"9086",20,6788765
"9087",25,4092075
"9088",24,903096
"9089",7,2904336
"9090",13,9539766
"9091",29,6653785
"9092",29,1163785
"9093",13,7189376
"9094",18,6778826
"9095",23,7048506
"9096",23,6898626
"9097",2,9969416
"9098",25,6403026
"9099",29,2567307
"9100",28,5638726
"9101",28,1902726
"9102",23,7136156
"9103",29,5194996
"9104",3,9583936
"9105",29,1322407
"9106",11,1329406
"9107",18,9414336
"9108",26,5003016
"9109",24,7678095
"9110",3,5668765
"9111",6,7854965
"9112",15,6691236
"9113",25,726596
"9114",13,2158916
"9115",29,9818475
"9116",29,4544996
"9117",11,10665
"9118",25,1685806
"9119",18,4949016
"9120",13,5141406
"9121",7,2892495
"9122",14,2527206
"9123",2,8295806
"9124",23,8606976
"9125",13,5948075
"9126",1,7436246
"9127",20,5047646
"9128",23,8137246
"9129",13,7382876
"9130",3,288816
"9131",23,1343536
"9132",29,2259716
"9133",12,5592396
"9134",3,6694107
"9135",3,2915506
"9136",1,3876516
"9137",22,7539795
"9138",22,932795
"9139",4,2077595
"9140",17,1078685
"9141",3,5307785
"9142",3,7127385
"9143",29,5462146
"9144",29,923536
"9145",2,4963916
"9146",4,4398995
"9147",28,6904726
"9148",24,6714096
"9149",21,534686
"9150",7,6171295
"9151",4,1581296
"9152",25,2865285
"9153",25,691696
"9154",11,9746206
"9155",30,4288886
"9156",26,3425526
"9157",28,8590106
"9158",3,9834326
"9159",29,2042226
"9160",28,752726
"9161",13,8918766
"9162",29,2177186
"9163",1,3009976
"9164",7,7982056
"9165",1,9016376
"9166",9,35386
"9167",15,6674726
"9168",6,3038985
"9169",29,5378916
"9170",11,6060666
"9171",11,4653136
"9172",1,8478306
"9173",19,8315226
"9174",25,6860936
"9175",15,2135826
"9176",6,3653166
"9177",2,8514596
"9178",23,8346785
"9179",29,4587346
"9180",16,392146
"9181",23,6776575
"9182",15,6528346
"9183",20,2204195
"9184",25,663665
"9185",26,263526
"9186",20,9006396
"9187",9,7829286
"9188",13,2869876
"9189",20,7008076
"9190",6,7353675
"9191",21,2295836
"9192",12,6844826
"9193",23,1217306
"9194",23,5215416
"9195",25,975695
"9196",14,3135686
"9197",13,3573076
"9198",1,9246316
"9199",1,186495
"9200",27,4688606
"9201",25,8674246
"9202",23,3389846
"9203",7,2817696
"9204",24,1569275
"9205",24,8665506
"9206",18,7317646
"9207",14,6991666
"9208",11,7399085
"9209",3,8289665
"9210",6,571036
"9211",16,611185
"9212",22,9769196
"9213",21,1693585
"9214",13,65495
"9215",1,7229746
"9216",30,4480326
"9217",22,6891936
"9218",21,4587656
"9219",22,4397706
"9220",21,8890876
"9221",20,3571336
"9222",7,7668475
"9223",13,8919806
"9224",23,5102685
"9225",20,8613966
"9226",13,6003076
"9227",28,3033436
"9228",14,8935786
"9229",29,2464665
"9230",4,7171175
"9231",3,9922576
"9232",13,3929466
"9233",4,7971946
"9234",3,3166795
"9235",21,8179485
"9236",16,7358206
"9237",11,9165116
"9238",29,6422786
"9239",16,8593606
"9240",11,8975506
"9241",16,3128575
"9242",11,4810206
"9243",23,3183666
"9244",25,718006
"9245",3,948196
"9246",16,7204085
"9247",11,3966585
"9248",21,1681775
"9249",4,4260875
"9250",2,3679466
"9251",23,3529476
"9252",1,2166316
"9253",22,1468085
"9254",29,8753626
"9255",15,1065726
"9256",2,5944836
"9257",26,6158056
"9258",22,2691816
"9259",29,9357056
"9260",9,8694186
"9261",1,5331195
"9262",25,2006126
"9263",5,6386175
"9264",2,1838007
"9265",4,3833896
"9266",13,7951885
"9267",27,1691016
